service	version	controller	method	path_template	path_params	query_params	header_params	body_type	return_type	response_codes	content_types	typing	claim
gate	v6.69.0	NotificationController.getNotificationConfig	GET	/notifications/{type}/{application:.+}	type,application	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0169 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/NotificationController.groovy:51
gate	v6.69.0	NotificationController.getNotificationTypeMetadata	GET	/notifications/metadata	-	-	-	-	List	-	-	raw-generic	CLAIM-S2-R0170 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/NotificationController.groovy:56
gate	v6.69.0	NotificationController.processNotificationCallback	POST	/notifications/callbacks/{source}	source	-	-	-	String	-	consumes=application/x-www-form-urlencoded;produces=application/json	typed	CLAIM-S2-R0171 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/NotificationController.groovy:69
gate	v6.69.0	PagerDutyController.getServices	GET	/pagerDuty/services	-	-	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0172 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PagerDutyController.groovy:46
gate	v6.69.0	PagerDutyController.getOnCalls	GET	/pagerDuty/oncalls	-	-	-	-	Map<String, List<Map>>	-	-	untyped-return	CLAIM-S2-R0173 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PagerDutyController.groovy:65
gate	v6.69.0	PipelineConfigController.getAllPipelineConfigs	GET	/pipelineConfigs	-	-	-	-	Collection<Map>	-	-	untyped-return	CLAIM-S2-R0174 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineConfigController.groovy:41
gate	v6.69.0	PipelineConfigController.getPipelineConfigHistory	GET	/pipelineConfigs/{pipelineConfigId}/history	pipelineConfigId	limit:optional	-	-	Collection<Map>	-	-	untyped-return	CLAIM-S2-R0175 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineConfigController.groovy:47
gate	v6.69.0	PipelineConfigController.convertPipelineConfigToPipelineTemplate	GET	/pipelineConfigs/{pipelineConfigId}/convertToTemplate	pipelineConfigId	-	-	-	String	-	-	typed	CLAIM-S2-R0176 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineConfigController.groovy:54
gate	v6.69.0	PipelineController.deletePipeline	DELETE	/pipelines/{application}/{pipelineName:.+}	application,pipelineName	-	-	-	void	-	-	typed	CLAIM-S2-R0177 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:76
gate	v6.69.0	PipelineController.savePipeline	POST	/pipelines	-	staleCheck:optional	-	Map	void	-	-	untyped-body	CLAIM-S2-R0178 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:111
gate	v6.69.0	PipelineController.bulksavePipeline	POST	/pipelines/bulksave	-	application:optional	-	List<Map>	Map	-	-	untyped-both	CLAIM-S2-R0179 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:141
gate	v6.69.0	PipelineController.renamePipeline	POST	/pipelines/move	-	-	-	Map	void	-	-	untyped-body	CLAIM-S2-R0180 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:180
gate	v6.69.0	PipelineController.getPipeline	GET	/pipelines/{id}	id	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0181 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:186
gate	v6.69.0	PipelineController.updatePipeline	PUT	/pipelines/{id}	id	-	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0182 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:199
gate	v6.69.0	PipelineController.cancelPipeline	PUT	/pipelines/{id}/cancel	id	reason:optional,force:optional	-	-	void	-	-	typed	CLAIM-S2-R0183 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:229
gate	v6.69.0	PipelineController.pausePipeline	PUT	/pipelines/{id}/pause	id	-	-	-	void	-	-	typed	CLAIM-S2-R0184 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:237
gate	v6.69.0	PipelineController.resumePipeline	PUT	/pipelines/{id}/resume	id	-	-	-	void	-	-	typed	CLAIM-S2-R0185 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:243
gate	v6.69.0	PipelineController.updateStage	PATCH	/pipelines/{id}/stages/{stageId}	id,stageId	-	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0186 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:249
gate	v6.69.0	PipelineController.restartStage	PUT	/pipelines/{id}/stages/{stageId}/restart	id,stageId	-	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0187 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:255
gate	v6.69.0	PipelineController.deletePipeline	DELETE	/pipelines/{id}	id	-	-	-	void	-	-	typed	CLAIM-S2-R0188 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:277
gate	v6.69.0	PipelineController.start	POST	/pipelines/start	-	-	-	Map	ResponseEntity<?>(raw)	-	-	untyped-both	CLAIM-S2-R0189 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:283
gate	v6.69.0	PipelineController.invokePipelineConfig	POST	/pipelines/{application}/{pipelineNameOrId:.+}	application,pipelineNameOrId	-	-	Map	Map	202	-	untyped-both	CLAIM-S2-R0190 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:295
gate	v6.69.0	PipelineController.invokePipelineConfigViaEcho	POST	/pipelines/v2/{application}/{pipelineNameOrId:.+}	application,pipelineNameOrId	-	-	Map	HttpEntity<?>(raw)	202	-	untyped-both	CLAIM-S2-R0191 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:320
gate	v6.69.0	PipelineController.evaluateExpressionForExecution	GET	/pipelines/{id}/evaluateExpression	id	expression:required	-	-	Map	-	-	untyped-return	CLAIM-S2-R0192 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:337
gate	v6.69.0	PipelineController.evaluateExpressionForExecutionViaPOST	POST	/pipelines/{id}/evaluateExpression	id	-	-	String	Map	-	consumes=text/plain	untyped-return	CLAIM-S2-R0193 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:350
gate	v6.69.0	PipelineController.evaluateExpressionForExecutionAtStage	GET	/pipelines/{id}/{stageId}/evaluateExpression	id,stageId	expression:required	-	-	Map	-	-	untyped-return	CLAIM-S2-R0194 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:363
gate	v6.69.0	PipelineController.evaluateExpressionForExecutionViaPOST	POST	/pipelines/{id}/evaluateExpression	id	-	-	Map	Map	-	consumes=application/json	untyped-both	CLAIM-S2-R0195 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:377
gate	v6.69.0	PipelineController.evaluateVariables	POST	/pipelines/{id}/evaluateVariables	id	executionId:required,requisiteStageRefIds:optional,spelVersion:optional	-	List<Map<String, String>>	Map	-	consumes=application/json	untyped-both	CLAIM-S2-R0196 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineController.groovy:390
gate	v6.69.0	PipelineTemplatesController.list	GET	/pipelineTemplates	-	scopes:optional	-	-	Collection<Map>	-	-	untyped-return	CLAIM-S2-R0197 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:65
gate	v6.69.0	PipelineTemplatesController.create	POST	/pipelineTemplates	-	-	-	Map<String, Object>	Map	202	-	untyped-both	CLAIM-S2-R0198 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:71
gate	v6.69.0	PipelineTemplatesController.resolveTemplates	GET	/pipelineTemplates/resolve	-	source:required,executionId:optional,pipelineConfigId:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0199 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:98
gate	v6.69.0	PipelineTemplatesController.get	GET	/pipelineTemplates/{id}	id	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0200 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:107
gate	v6.69.0	PipelineTemplatesController.update	POST	/pipelineTemplates/{id}	id	skipPlanDependents:optional	-	Map<String, Object>	Map	202	-	untyped-both	CLAIM-S2-R0201 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:113
gate	v6.69.0	PipelineTemplatesController.delete	DELETE	/pipelineTemplates/{id}	id	application:optional	-	-	Map	202	-	untyped-return	CLAIM-S2-R0202 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:146
gate	v6.69.0	PipelineTemplatesController.listPipelineTemplateDependents	GET	/pipelineTemplates/{id}/dependents	id	recursive:optional	-	-	List<PipelineTemplateDependent>	-	-	typed	CLAIM-S2-R0203 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PipelineTemplatesController.java:167
gate	v6.69.0	ProjectController.all	GET	/projects	-	-	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0204 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ProjectController.groovy:34
gate	v6.69.0	ProjectController.get	GET	/projects/{id:.+}	id	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0205 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ProjectController.groovy:40
gate	v6.69.0	ProjectController.getClusters	GET	/projects/{id}/clusters	id	-	X-RateLimit-App:optional	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0206 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ProjectController.groovy:46
gate	v6.69.0	ProjectController.allPipelinesForProject	GET	/projects/{id:.+}/pipelines	id	limit:optional,statuses:optional	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0207 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ProjectController.groovy:53
gate	v6.69.0	PubsubSubscriptionController.all	GET	/pubsub/subscriptions	-	-	-	-	List<Map<String, String>>	-	-	untyped-return	CLAIM-S2-R0208 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/PubsubSubscriptionController.java:34
gate	v6.69.0	RawResourceController.getApplicationRawResources	GET	/applications/{application}/rawResources	application	-	-	-	List<Map<String, Object>>	-	-	untyped-return	CLAIM-S2-R0209 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/RawResourceController.java:37
gate	v6.69.0	ReorderPipelinesController.reorderPipelines	POST	/actions/pipelines/reorder	-	-	-	ReorderPipelinesCommand	Map	-	-	untyped-return	CLAIM-S2-R0210 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ReorderPipelinesController.java:51
gate	v6.69.0	ReorderPipelinesController.reorderPipelineStrategies	POST	/actions/strategies/reorder	-	-	-	ReorderPipelinesCommand	Map	-	-	untyped-return	CLAIM-S2-R0211 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ReorderPipelinesController.java:57
gate	v6.69.0	RoleController.all	GET	/roles/{cloudProvider}	cloudProvider	-	-	-	List	-	-	raw-generic	CLAIM-S2-R0212 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/RoleController.groovy:35
gate	v6.69.0	RootController.root	ANY	/	-	-	-	-	void	-	-	typed	CLAIM-S2-R0213 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/RootController.groovy:31
gate	v6.69.0	SearchController.search	GET	/search	-	q:optional,type:required,platform:optional,pageSize:optional,page:optional,allowShortQuery:optional	X-RateLimit-App:optional	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0214 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SearchController.groovy:33
gate	v6.69.0	SecurityGroupController.all [deprecated]	GET	/securityGroups	-	id:optional	X-RateLimit-App:optional	-	Map	-	-	untyped-return	CLAIM-S2-R0215 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SecurityGroupController.groovy:34
gate	v6.69.0	SecurityGroupController.allByAccount [deprecated]	GET	/securityGroups/{account}	account	provider:optional	X-RateLimit-App:optional	-	Map	-	-	untyped-return	CLAIM-S2-R0216 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SecurityGroupController.groovy:50
gate	v6.69.0	SecurityGroupController.getSecurityGroup [deprecated]	GET	/securityGroups/{account}/{region}/{name:.+}	account,region,name	provider:optional,vpcId:optional	X-RateLimit-App:optional	-	Map	-	-	untyped-return	CLAIM-S2-R0217 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SecurityGroupController.groovy:59
gate	v6.69.0	ServerGroupController.getServerGroupsForApplication	GET	/applications/{applicationName}/serverGroups	applicationName	expand:optional,cloudProvider:optional,clusters:optional	X-RateLimit-App:optional	-	List	-	-	raw-generic	CLAIM-S2-R0218 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ServerGroupController.groovy:39
gate	v6.69.0	ServerGroupController.getServerGroups	GET	/serverGroups	-	applications:optional,ids:optional,cloudProvider:optional	X-RateLimit-App:optional	-	List	-	-	raw-generic	CLAIM-S2-R0219 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ServerGroupController.groovy:49
gate	v6.69.0	ServerGroupController.getServerGroupDetails	GET	/applications/{applicationName}/serverGroups/{account}/{region}/{serverGroupName:.+}	applicationName,account,region,serverGroupName	includeDetails:optional	X-RateLimit-App:optional	-	Map	-	-	untyped-return	CLAIM-S2-R0220 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ServerGroupController.groovy:66
gate	v6.69.0	ServerGroupManagerController.getServerGroupManagersForApplication	GET	/applications/{application}/serverGroupManagers	application	-	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0221 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ServerGroupManagerController.java:40
gate	v6.69.0	ServiceBrokerController.listServices	GET	/servicebroker/{account}/services	account	cloudProvider:optional,region:required	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0222 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ServiceBrokerController.java:35
gate	v6.69.0	ServiceBrokerController.getServiceInstance	GET	/servicebroker/{account}/serviceInstance	account	cloudProvider:required,region:required,serviceInstanceName:required	-	-	Map	-	-	untyped-return	CLAIM-S2-R0223 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/ServiceBrokerController.java:43
gate	v6.69.0	SlackController.getChannels	ANY	/slack/channels	-	-	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0224 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SlackController.java:70
gate	v6.69.0	SnapshotController.getCurrentSnapshot	GET	/applications/{application}/snapshots/{account}	application,account	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0225 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SnapshotController.groovy:36
gate	v6.69.0	SnapshotController.getSnapshotHistory	GET	/applications/{application}/snapshots/{account}/history	application,account	limit:optional	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0226 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SnapshotController.groovy:43
gate	v6.69.0	StorageAccountController.all [deprecated]	GET	/storage	-	-	X-RateLimit-App:optional	-	List<String>	-	-	typed	CLAIM-S2-R0227 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StorageAccountController.java:36
gate	v6.69.0	StrategyConfigController.getAllStrategyConfigs	GET	/strategyConfigs	-	-	-	-	Collection<Map>	-	-	untyped-return	CLAIM-S2-R0228 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StrategyConfigController.groovy:40
gate	v6.69.0	StrategyConfigController.getPipelineConfigHistory	GET	/strategyConfigs/{strategyConfigId}/history	strategyConfigId	limit:optional	-	-	Collection<Map>	-	-	untyped-return	CLAIM-S2-R0229 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StrategyConfigController.groovy:45
gate	v6.69.0	StrategyController.deleteStrategy	DELETE	/strategies/{application}/{strategyName:.+}	application,strategyName	-	-	-	void	-	-	typed	CLAIM-S2-R0230 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StrategyController.groovy:38
gate	v6.69.0	StrategyController.saveStrategy	POST	/strategies	-	-	-	Map	void	-	-	untyped-body	CLAIM-S2-R0231 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StrategyController.groovy:43
gate	v6.69.0	StrategyController.renameStrategy	POST	/strategies/move	-	-	-	Map	void	-	-	untyped-body	CLAIM-S2-R0232 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StrategyController.groovy:48
gate	v6.69.0	StrategyController.updateStrategy	PUT	/strategies/{id}	id	-	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0233 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/StrategyController.groovy:53
gate	v6.69.0	SubnetController.allByCloudProvider	GET	/subnets/{cloudProvider}	cloudProvider	-	-	-	List<Map>	-	-	untyped-return	CLAIM-S2-R0234 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/SubnetController.groovy:32
gate	v6.69.0	TaskController.getTask	GET	/tasks/{id}	id	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0235 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/TaskController.groovy:34
gate	v6.69.0	TaskController.deleteTask	DELETE	/tasks/{id}	id	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0236 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/TaskController.groovy:40
gate	v6.69.0	TaskController.task	POST	/tasks	-	-	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0237 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/TaskController.groovy:46
gate	v6.69.0	TaskController.cancelTask	PUT	/tasks/{id}/cancel	id	-	-	-	Map	-	-	untyped-return	CLAIM-S2-R0238 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/TaskController.groovy:52
gate	v6.69.0	TaskController.cancelTasks	PUT	/tasks/cancel	-	ids:required	-	-	Map	-	-	untyped-return	CLAIM-S2-R0239 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/TaskController.groovy:58
gate	v6.69.0	TaskController.getTaskDetails	GET	/tasks/{id}/details/{taskDetailsId}	id,taskDetailsId	-	X-RateLimit-App:optional	-	Map	-	-	untyped-return	CLAIM-S2-R0240 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/TaskController.groovy:64
gate	v6.69.0	V2CanaryConfigController.getCanaryConfigs	GET	/v2/canaryConfig	-	application:optional,configurationAccountName:optional	-	-	List	-	-	raw-generic	CLAIM-S2-R0241 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryConfigController.groovy:39
gate	v6.69.0	V2CanaryConfigController.getCanaryConfig	GET	/v2/canaryConfig/{id}	id	configurationAccountName:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0242 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryConfigController.groovy:46
gate	v6.69.0	V2CanaryConfigController.createCanaryConfig	POST	/v2/canaryConfig	-	configurationAccountName:optional	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0243 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryConfigController.groovy:53
gate	v6.69.0	V2CanaryConfigController.updateCanaryConfig	PUT	/v2/canaryConfig/{id}	id	configurationAccountName:optional	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0244 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryConfigController.groovy:60
gate	v6.69.0	V2CanaryConfigController.deleteCanaryConfig	DELETE	/v2/canaryConfig/{id}	id	configurationAccountName:optional	-	-	void	-	-	typed	CLAIM-S2-R0245 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryConfigController.groovy:68
gate	v6.69.0	V2CanaryController.listCredentials	GET	/v2/canaries/credentials	-	-	-	-	List	-	-	raw-generic	CLAIM-S2-R0246 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:35
gate	v6.69.0	V2CanaryController.listMetricsServiceMetadata	GET	/v2/canaries/metadata/metricsService	-	filter:optional,metricsAccountName:optional	-	-	List	-	-	raw-generic	CLAIM-S2-R0247 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:41
gate	v6.69.0	V2CanaryController.listJudges	GET	/v2/canaries/judges	-	-	-	-	List	-	-	raw-generic	CLAIM-S2-R0248 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:48
gate	v6.69.0	V2CanaryController.initiateCanary	POST	/v2/canaries/canary/{canaryConfigId:.+}	canaryConfigId	application:optional,parentPipelineExecutionId:optional,metricsAccountName:optional,storageAccountName:optional,configurationAccountName:optional	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0249 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:54
gate	v6.69.0	V2CanaryController.initiateCanaryWithConfig	POST	/v2/canaries/canary	-	application:optional,parentPipelineExecutionId:optional,metricsAccountName:optional,storageAccountName:optional	-	Map	Map	-	-	untyped-both	CLAIM-S2-R0250 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:72
gate	v6.69.0	V2CanaryController.getCanaryResult [deprecated]	GET	/v2/canaries/canary/{canaryConfigId}/{canaryExecutionId}	canaryConfigId,canaryExecutionId	storageAccountName:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0251 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:87
gate	v6.69.0	V2CanaryController.getCanaryResult	GET	/v2/canaries/canary/{canaryExecutionId}	canaryExecutionId	storageAccountName:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0252 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:96
gate	v6.69.0	V2CanaryController.getCanaryResultsByApplication	GET	/v2/canaries/{application}/executions	application	limit:required,page:optional,statuses:optional,storageAccountName:optional	-	-	List	-	-	raw-generic	CLAIM-S2-R0253 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:103
gate	v6.69.0	V2CanaryController.getMetricSetPairList	GET	/v2/canaries/metricSetPairList/{metricSetPairListId}	metricSetPairListId	storageAccountName:optional	-	-	List	-	-	raw-generic	CLAIM-S2-R0254 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2CanaryController.groovy:116
gate	v6.69.0	V2PipelineTemplatesController.list	GET	/v2/pipelineTemplates	-	scopes:optional	-	-	Collection<Map>	-	-	untyped-return	CLAIM-S2-R0255 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2PipelineTemplatesController.java:73
gate	v6.69.0	V2PipelineTemplatesController.listVersions	GET	/v2/pipelineTemplates/versions	-	scopes:optional	-	-	Map<String, List<Map>>	-	-	untyped-return	CLAIM-S2-R0256 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2PipelineTemplatesController.java:79
gate	v6.69.0	V2PipelineTemplatesController.plan	POST	/v2/pipelineTemplates/plan	-	-	-	Map<String, Object>	Map<String, Object>	-	-	untyped-both	CLAIM-S2-R0257 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2PipelineTemplatesController.java:85
gate	v6.69.0	V2PipelineTemplatesController.create	POST	/v2/pipelineTemplates/create	-	tag:optional	-	Map<String, Object>	Map	200	-	untyped-both	CLAIM-S2-R0258 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2PipelineTemplatesController.java:91
gate	v6.69.0	V2PipelineTemplatesController.update	POST	/v2/pipelineTemplates/update/{id}	id	tag:optional,skipPlanDependents:optional	-	Map<String, Object>	Map	200	-	untyped-both	CLAIM-S2-R0259 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2PipelineTemplatesController.java:137
gate	v6.69.0	V2PipelineTemplatesController.get	GET	/v2/pipelineTemplates/{id}	id	tag:optional,digest:optional	-	-	Map	-	-	untyped-return	CLAIM-S2-R0260 source:spinnaker/gate@v6.69.0 gate-web/src/main/groovy/com/netflix/spinnaker/gate/controllers/V2PipelineTemplatesController.java:179
